,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
1285,1182,48,No,travel_rarely,desconocido,eso,medical,1,female,3,3,manager,3,married,23978,3,desconocido,21,4.0,2,1,3,1,0,0,0,1975,yes,91,530.0,29.0,3122.4,15
1286,1183,42,No,travel_rarely, research_development ,universidad,desconocido,1,male,2,2,healthcare_representative,4,desconocido,17078,3,desconocido,23,4.0,2,0,6,3,1,0,0,1981,no,98,1332.0,2.0,6781.0,10
1287,1184,36,No,non_travel,desconocido,doctorado,medical,4,female,3,2,sales_executive,4,desconocido,15276,4,desconocido,15,3.0,2,0,6,3,1,0,0,1987,yes,45,845.0,1.0,6653.0,9
1288,1185,33,Yes,travel_rarely,desconocido,bachillerato,marketing,4,female,3,1,sales_representative,3,single,9150,1,desconocido,13,3.0,2,0,2,3,1,0,0,1990,no,34,350.0,5.0,2851.0,1
1289,1186,46,No,desconocido, research_development ,universidad,medical,3,female,3,2,manufacturing_director,3,married,16044,2,desconocido,14,3.0,3,0,2,4,1,0,0,1977,yes,30,1144.0,7.0,5258.0,7
1290,1187,21,Yes,travel_rarely, sales ,bachillerato,life_sciences,3,female,4,1,sales_representative,2,single,25422,1,desconocido,15,3.0,4,0,0,3,1,0,0,2002,no,90,156.0,12.0,9566.8,1
1291,1188,30,No,desconocido,desconocido,eso,technical_degree,3,male,3,1,sales_representative,2,desconocido,17434,1,desconocido,18,3.0,1,1,3,3,1,0,0,1993,yes,72,202.0,2.0,2476.0,10
1292,1189,30,Yes,travel_frequently,desconocido,bachillerato,desconocido,3,male,3,1,research_scientist,4,single,3427,9,Yes,23,4.0,3,0,4,3,1,0,0,1993,no,40,464.0,4.0,2285.0,3
1293,1190,32,No,travel_rarely,desconocido,universidad,desconocido,3,male,3,2,manufacturing_director,2,single,21123,2,desconocido,12,3.0,4,0,2,2,1,0,1,1986,yes,49,1305.0,10.0,4197.0,18
1294,1191,40,No,travel_rarely,desconocido,bachillerato,desconocido,2,female,2,2,laboratory_technician,3,married,13436,6,No,22,4.0,2,1,3,3,1,0,0,1983,yes,78,555.0,2.0,3448.0,6
1295,1192,28,No,travel_rarely,desconocido,fp,desconocido,3,male,3,2,laboratory_technician,1,desconocido,13535,1,desconocido,12,3.0,4,1,2,3,10,1,8,1995,no,79,1300.0,17.0,4558.0,10
1296,1193,38,No,travel_frequently,desconocido,fp,desconocido,4,male,3,1,laboratory_technician,4,married,12106,1,Yes,23,4.0,3,1,3,3,1,0,0,1985,no,42,1490.0,2.0,1702.0,14
1297,1194,19,Yes,desconocido,desconocido,fp,technical_degree,1,male,2,1,human_resources,4,single,18437,1,No,12,3.0,3,0,3,4,1,0,0,2004,yes,65,489.0,2.0,2564.0,1
1298,1195,57,No,travel_rarely,desconocido,bachillerato,desconocido,1,male,2,4,manager,4,divorced,22102,3,No,12,3.0,3,1,3,2,1,0,0,1966,yes,56,210.0,29.0,6258.0,11
1299,1196,47,No,travel_rarely,desconocido,fp,medical,1,female,3,2,manufacturing_director,4,desconocido,7389,5,desconocido,13,3.0,3,3,2,3,5,0,4,1976,yes,65,983.0,2.0,5070.0,20
1300,1197,54,No,travel_rarely,desconocido,universidad,life_sciences,3,female,3,2,laboratory_technician,3,single,23428,7,desconocido,11,3.0,3,0,3,3,1,0,0,1969,no,42,548.0,8.0,3780.0,9
1301,1198,31,Yes,travel_frequently,desconocido,bachillerato,desconocido,4,male,3,3,healthcare_representative,3,desconocido,22908,3,No,12,3.0,1,0,2,3,1,0,0,1992,yes,66,534.0,3.4,9824.0,12
1302,1199,18,Yes,travel_frequently,desconocido,bachillerato,marketing,2,male,3,1,sales_representative,2,desconocido,8059,1,Yes,14,3.0,4,0,3,3,0,0,0,2005,no,69,1306.0,5.0,1878.0,8
1303,1200,40,No,desconocido,desconocido,bachillerato,other,3,male,1,3,sales_executive,1,desconocido,11373,3,No,15,3.0,3,1,2,3,1,0,1,1983,yes,58,1094.0,28.0,7647.0,20
1304,1201,26,No,desconocido,desconocido,fp,desconocido,1,male,3,2,sales_executive,3,desconocido,4267,5,desconocido,12,3.0,1,2,5,3,0,0,0,1997,yes,45,775.0,29.0,4191.2,8
1305,1202,26,Yes,travel_rarely, research_development ,bachillerato,desconocido,3,male,1,1,laboratory_technician,4,single,23213,1,Yes,18,3.0,2,0,3,1,1,0,0,1997,yes,66,471.0,7.2,2340.0,1
1306,1203,38,No,desconocido,desconocido,bachillerato,desconocido,3,female,3,2,healthcare_representative,3,desconocido,22174,3,No,19,3.0,3,1,4,3,1,0,0,1985,yes,76,1495.0,10.0,5557.0,18
1307,1204,24,No,desconocido,desconocido,fp,other,4,male,2,1,laboratory_technician,2,married,9100,1,No,21,4.0,4,1,2,3,1,0,0,1999,yes,94,823.0,17.0,2127.0,1
1308,1205,30,Yes,travel_frequently,desconocido,universidad,desconocido,2,male,2,1,sales_representative,1,married,14470,1,No,18,3.0,3,1,2,4,1,0,0,1993,yes,74,448.0,12.0,2033.0,1
1309,1206,37,No,travel_rarely,desconocido,bachillerato,marketing,4,male,3,2,sales_executive,3,married,3010,4,desconocido,11,3.0,3,1,3,2,3,1,0,1986,no,75,558.0,2.0,9602.0,6
1310,1207,20,No,travel_rarely, research_development ,bachillerato,life_sciences,4,female,2,1,research_scientist,2,desconocido,11757,1,No,13,3.0,4,0,0,4,1,0,0,2003,yes,83,959.0,1.0,5830.2,1
1311,1208,43,No,desconocido,desconocido,universidad,other,2,male,2,4,research_director,4,divorced,2671,4,desconocido,14,3.0,3,1,3,3,1,0,0,1980,no,50,782.0,3.4,16627.0,21
1312,1209,38,No,desconocido,desconocido,eso,life_sciences,3,female,3,1,research_scientist,1,desconocido,14561,3,No,17,3.0,4,0,3,2,0,0,0,1985,yes,74,362.0,7.6,2910.2,8
1313,1210,33,No,desconocido, sales ,universidad,marketing,3,male,3,2,sales_executive,3,divorced,20431,0,desconocido,12,3.0,4,0,3,3,5,1,2,1990,no,39,1216.0,8.0,5835.2,6
1314,1211,30,No,desconocido,desconocido,bachillerato,desconocido,3,female,3,1,research_scientist,3,desconocido,22653,1,No,20,4.0,3,1,2,3,1,0,0,1993,no,71,160.0,3.0,2083.0,1
1315,1212,29,No,desconocido, sales ,fp,medical,2,female,3,2,sales_executive,3,desconocido,3487,1,No,14,3.0,1,1,5,2,6,1,2,1994,no,62,843.8,3.8,5614.6,9
1316,1213,20,Yes,desconocido,desconocido,eso,medical,4,male,3,1,research_scientist,3,single,26999,1,desconocido,11,3.0,4,0,5,3,1,1,1,2003,yes,32,1362.0,10.0,1009.0,5
1317,1214,35,No,non_travel,desconocido,bachillerato,desconocido,2,male,2,1,laboratory_technician,3,married,16900,1,No,18,3.0,3,2,3,3,1,0,0,1988,no,41,727.0,14.2,6296.6,1
1318,1215,37,No,desconocido,desconocido,fp,life_sciences,4,male,4,1,research_scientist,4,single,15232,3,No,17,3.0,1,0,2,3,1,0,0,1986,yes,80,1225.0,10.0,7260.2,12
1319,1216,38,No,desconocido,desconocido,bachillerato,desconocido,3,female,3,3,manufacturing_director,3,single,15397,4,Yes,14,3.0,4,0,4,3,1,0,0,1985,yes,81,168.0,1.0,7861.0,10
1320,1217,29,No,desconocido,desconocido,bachillerato,desconocido,3,male,3,1,sales_representative,3,single,2755,1,No,11,3.0,3,0,6,3,1,0,0,1994,no,66,1396.0,10.0,2642.0,1
1321,1218,35,No,desconocido,desconocido,universidad,desconocido,4,female,3,2,healthcare_representative,1,divorced,4761,2,No,11,3.0,1,1,2,4,1,0,0,1988,yes,61,1225.0,2.0,6910.4,16
1322,1219,38,No,travel_rarely,desconocido,doctorado,medical,4,male,3,1,research_scientist,3,married,20471,6,Yes,13,3.0,2,1,0,1,1,0,1,1985,yes,92,268.0,2.0,7394.6,13
1323,1220,34,No,travel_rarely,desconocido,doctorado,life_sciences,2,female,3,2,manufacturing_director,1,desconocido,4187,3,No,14,3.0,3,1,3,3,0,0,0,1989,yes,32,167.0,8.0,5121.0,9
1324,1221,23,Yes,desconocido,desconocido,bachillerato,life_sciences,3,male,4,1,laboratory_technician,1,desconocido,3445,1,Yes,21,4.0,3,2,2,3,0,0,0,2000,no,67,1243.0,6.0,5331.6,1
1325,1222,24,No,desconocido,desconocido,bachillerato,life_sciences,3,male,2,1,laboratory_technician,2,divorced,26551,1,No,11,3.0,3,3,4,3,1,0,0,1999,no,60,1092.0,9.0,2694.0,7
1326,1223,29,Yes,travel_rarely,desconocido,fp,life_sciences,2,female,2,1,laboratory_technician,1,married,6689,1,desconocido,11,3.0,4,1,1,3,1,0,0,1994,yes,36,805.0,1.0,5866.6,1
1327,1224,40,No,travel_frequently,desconocido,universidad,medical,1,male,2,2,laboratory_technician,3,desconocido,11983,6,No,14,3.0,4,0,6,3,1,0,0,1983,yes,51,720.0,16.0,5094.0,10
1328,1225,30,No,travel_rarely, research_development ,bachillerato,desconocido,3,female,2,2,manufacturing_director,4,single,20234,5,desconocido,24,4.0,2,0,4,2,0,0,0,1993,yes,52,891.4,2.0,7551.0,12
1329,1226,45,No,desconocido,desconocido,bachillerato,desconocido,2,female,2,1,research_scientist,3,desconocido,6153,1,No,14,3.0,4,0,3,3,1,0,0,1978,yes,95,252.0,2.0,2274.0,1
1330,1227,27,No,desconocido,desconocido,bachillerato,medical,4,male,3,1,research_scientist,4,married,16571,1,desconocido,11,3.0,3,3,6,2,0,0,0,1996,yes,50,443.0,3.0,2596.8,0
1331,1228,37,No,desconocido,desconocido,universidad,marketing,4,male,2,2,sales_executive,3,desconocido,24558,4,desconocido,19,3.0,4,2,2,3,1,0,0,1986,yes,66,342.0,16.0,3982.6,9
1332,1229,32,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,1,laboratory_technician,4,divorced,9148,0,No,12,3.0,2,1,2,3,3,0,2,1991,yes,61,300.0,1.0,2314.0,4
1333,1230,53,No,travel_rarely,desconocido,bachillerato,marketing,1,male,3,4,sales_executive,4,married,22789,5,desconocido,14,3.0,3,1,3,3,2,2,2,1970,yes,73,868.0,8.0,8027.4,28
1334,1231,37,No,desconocido,desconocido,fp,desconocido,1,male,3,3,sales_executive,2,single,4814,1,Yes,13,3.0,4,0,2,3,10,0,9,1986,no,32,1252.0,7.2,5161.4,10
1335,1232,32,Yes,travel_rarely,desconocido,universidad,desconocido,1,male,3,1,laboratory_technician,4,desconocido,18016,1,desconocido,24,4.0,3,0,2,1,1,0,1,1991,yes,87,374.0,25.0,5024.6,1
1336,1233,58,Yes,travel_frequently,desconocido,eso,desconocido,4,male,2,1,laboratory_technician,4,divorced,13384,9,desconocido,14,3.0,4,1,3,2,1,0,0,1965,yes,57,781.0,2.0,2380.0,3
1337,1234,43,No,travel_rarely,desconocido,bachillerato,desconocido,1,female,3,2,manufacturing_director,2,divorced,23814,4,No,21,4.0,3,1,2,4,1,0,0,1980,no,55,177.0,8.0,4801.2,4
1338,1235,21,Yes,travel_rarely, research_development ,eso,other,4,female,3,1,research_scientist,4,single,8870,1,No,19,3.0,1,0,3,2,1,0,0,2002,no,65,1427.0,18.0,4695.4,12
1339,1236,34,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,1,laboratory_technician,2,desconocido,6896,1,No,14,3.0,2,2,3,3,1,1,0,1989,yes,83,546.0,5.6,2008.0,1
1340,1237,58,No,desconocido,desconocido,bachillerato,desconocido,3,female,2,3,healthcare_representative,2,divorced,9255,2,desconocido,13,3.0,4,1,3,3,6,0,4,1965,no,37,1272.0,5.0,10552.0,24
1341,1238,48,No,desconocido,desconocido,universidad,medical,4,male,3,1,research_scientist,3,married,5543,4,desconocido,17,3.0,1,2,2,2,0,0,0,1975,no,51,699.2,20.0,2259.0,13
1342,1239,32,No,non_travel,desconocido,bachillerato,life_sciences,3,female,2,1,laboratory_technician,2,married,3974,6,No,20,3.0,3,0,3,3,3,0,2,1991,yes,70,1184.0,1.0,5181.8,5
1343,1240,25,Yes,desconocido,desconocido,fp,marketing,3,male,2,1,sales_representative,2,married,18798,1,Yes,18,3.0,3,3,2,3,1,0,0,1998,no,36,867.0,19.0,2413.0,9
1344,1241,40,No,desconocido, sales ,universidad,marketing,1,male,2,3,sales_executive,2,divorced,20652,2,No,12,3.0,2,1,2,2,1,0,0,1983,yes,67,658.0,10.0,5066.6,11
1345,1242,19,Yes,desconocido,desconocido,bachillerato,other,4,male,2,1,sales_representative,2,single,9947,1,Yes,13,3.0,2,0,3,4,1,0,0,2004,no,37,419.0,21.0,2121.0,1
1346,1243,20,Yes,travel_rarely, research_development ,bachillerato,technical_degree,1,male,3,1,laboratory_technician,1,single,13008,1,desconocido,19,3.0,2,0,2,3,1,0,0,2003,no,84,129.0,4.0,5360.0,1
1347,1244,33,No,travel_rarely,desconocido,bachillerato,desconocido,2,female,2,2,healthcare_representative,4,desconocido,12291,0,desconocido,14,3.0,1,0,3,3,5,1,4,1990,yes,42,1069.0,1.0,5361.8,6
1348,1245,58,Yes,travel_rarely,desconocido,bachillerato,desconocido,4,male,3,1,research_scientist,3,single,26227,4,No,24,4.0,1,0,4,3,1,0,0,1965,no,51,289.0,2.0,2479.0,7
1349,1246,40,Yes,non_travel,desconocido,bachillerato,desconocido,2,female,4,4,sales_executive,2,single,17071,4,desconocido,16,3.0,4,0,2,2,1,0,0,1983,yes,100,1479.0,24.0,13194.0,22
1350,1247,29,Yes,travel_rarely,desconocido,bachillerato,desconocido,4,female,2,1,research_scientist,1,single,11479,6,Yes,20,4.0,3,0,5,3,0,0,0,1994,yes,92,906.0,10.0,9522.4,3
1351,1248,47,No,travel_rarely,desconocido,fp,life_sciences,4,female,3,2,sales_executive,4,single,8571,1,Yes,17,3.0,3,0,0,3,9,0,7,1976,no,83,955.0,17.6,4163.0,9
1352,1249,18,No,desconocido,desconocido,fp,desconocido,2,male,3,1,research_scientist,4,desconocido,13493,1,No,15,3.0,4,0,2,3,0,0,0,2005,yes,73,287.0,5.0,7128.4,11
1353,1250,20,Yes,desconocido,desconocido,bachillerato,medical,4,female,2,1,research_scientist,1,desconocido,18275,1,Yes,15,3.0,1,0,2,3,1,0,0,2003,no,98,1097.0,7.0,2600.0,1
1354,1251,42,No,desconocido,desconocido,fp,desconocido,4,male,3,5,manager,3,desconocido,7770,6,No,13,3.0,2,0,3,4,1,0,0,1981,yes,90,265.0,5.0,18303.0,21
1355,1252,50,No,travel_rarely, research_development ,bachillerato,desconocido,1,male,3,1,laboratory_technician,4,married,20165,4,No,18,3.0,2,0,5,3,1,0,0,1973,yes,64,804.0,9.0,2380.0,8
1356,1253,37,Yes,travel_rarely,desconocido,fp,medical,1,female,1,2,healthcare_representative,2,desconocido,14382,5,No,15,3.0,1,0,2,1,1,0,0,1986,yes,61,1141.0,11.0,4777.0,15
1357,1254,38,No,desconocido,desconocido,universidad,life_sciences,2,male,3,2,sales_executive,4,desconocido,4981,8,Yes,12,3.0,3,0,1,3,1,0,0,1985,no,42,991.6,3.0,4899.4,19
1358,1255,36,Yes,desconocido,desconocido,bachillerato,desconocido,1,male,3,2,laboratory_technician,3,divorced,7858,7,desconocido,14,3.0,2,1,3,2,1,0,0,1987,yes,81,660.0,15.0,5061.6,9
1359,1256,28,No,travel_rarely, sales ,eso,medical,4,male,3,1,sales_representative,2,married,23384,1,No,22,4.0,2,0,5,3,1,0,0,1995,yes,74,1144.0,10.0,1052.0,7
1360,1257,43,No,desconocido,desconocido,bachillerato,desconocido,3,male,2,3,sales_executive,4,desconocido,5268,5,No,13,3.0,3,1,5,3,1,0,0,1980,yes,53,415.0,25.0,9953.0,18
1361,1258,21,Yes,travel_rarely, research_development ,bachillerato,desconocido,3,female,2,1,laboratory_technician,1,single,17258,1,No,13,3.0,1,0,6,2,1,1,0,2002,yes,36,1334.0,10.0,5478.2,1
1362,1259,51,Yes,travel_rarely,desconocido,universidad,desconocido,1,male,3,1,research_scientist,3,married,10332,9,desconocido,12,3.0,3,3,2,4,10,2,7,1972,no,34,1323.0,4.0,2461.0,18
1363,1260,37,No,desconocido, sales ,universidad,desconocido,4,female,2,2,sales_executive,4,divorced,24223,2,Yes,14,3.0,3,3,5,3,1,0,0,1986,no,88,309.0,10.0,3462.0,8
1364,1261,28,Yes,desconocido, research_development ,bachillerato,medical,1,male,2,1,laboratory_technician,2,divorced,7160,1,No,15,3.0,1,2,2,3,1,0,0,1995,no,45,1009.0,1.0,2596.0,10
1365,1262,50,Yes,desconocido,desconocido,universidad,desconocido,4,male,3,2,sales_executive,3,single,17251,3,Yes,14,3.0,4,0,4,3,0,0,0,1973,yes,81,1283.2,1.0,4728.0,5
1366,1263,34,No,desconocido,desconocido,universidad,desconocido,3,male,2,1,research_scientist,4,desconocido,22478,3,No,17,3.0,4,3,2,3,0,0,0,1989,yes,40,697.0,3.0,5771.6,6
1367,1264,38,No,travel_rarely,desconocido,fp,marketing,4,male,3,3,sales_executive,2,single,20619,7,No,16,3.0,3,0,2,3,1,0,0,1985,yes,32,130.0,2.0,7351.0,8
1368,1265,42,No,desconocido,desconocido,bachillerato,desconocido,2,male,1,2,laboratory_technician,4,desconocido,9558,4,desconocido,19,3.0,1,0,3,3,1,0,0,1981,no,56,188.0,29.0,7798.0,16
1369,1266,18,Yes,desconocido,desconocido,eso,desconocido,3,male,3,1,laboratory_technician,3,single,13556,1,No,12,3.0,4,0,0,3,0,0,0,2005,yes,80,247.0,8.0,7260.2,10
1370,1267,41,No,desconocido,desconocido,universidad,desconocido,2,male,3,1,laboratory_technician,4,desconocido,9051,3,Yes,11,3.0,1,1,4,3,1,0,0,1982,no,46,167.0,12.0,4766.0,6
1371,1268,35,No,travel_rarely, research_development ,universidad,medical,4,male,2,1,laboratory_technician,3,desconocido,16340,6,No,12,3.0,2,1,2,3,8,1,7,1988,yes,58,982.0,1.0,2258.0,10
1372,1269,32,No,desconocido, sales ,eso,desconocido,3,female,3,1,sales_representative,1,desconocido,14947,1,desconocido,12,3.0,3,3,3,3,1,0,0,1991,yes,76,862.0,2.0,2827.0,1
1373,1270,22,Yes,desconocido,desconocido,universidad,life_sciences,3,male,2,1,research_scientist,4,married,4223,0,Yes,11,3.0,2,1,5,3,0,0,0,2001,yes,48,1256.0,3.0,2853.0,1
1374,1271,44,No,non_travel,desconocido,bachillerato,desconocido,2,male,1,1,research_scientist,3,single,4279,2,No,13,3.0,4,0,3,3,0,0,0,1979,yes,74,111.0,9.8,2290.0,6
1375,1272,41,Yes,non_travel,desconocido,fp,life_sciences,1,male,2,1,research_scientist,1,desconocido,20293,6,No,17,3.0,1,1,2,1,1,0,0,1982,yes,95,906.0,5.0,2107.0,5
1376,1273,40,No,travel_frequently,desconocido,universidad,desconocido,2,male,3,2,sales_executive,2,desconocido,25440,5,No,12,3.0,4,3,2,3,0,0,0,1983,no,62,1184.0,2.0,7943.6,14
1377,1274,24,Yes,desconocido,desconocido,fp,life_sciences,4,female,3,1,laboratory_technician,2,desconocido,3372,1,desconocido,13,3.0,1,1,3,1,1,0,0,1999,yes,97,984.0,17.0,2210.0,1
1378,1275,42,No,travel_frequently,desconocido,doctorado,medical,1,female,3,3,research_director,1,married,23281,3,Yes,17,3.0,3,0,6,3,1,0,0,1981,no,60,458.0,26.0,13191.0,10
1379,1276,49,No,desconocido, research_development ,fp,medical,1,male,2,5,manager,3,married,12124,2,desconocido,13,3.0,3,1,2,4,1,0,0,1974,yes,85,1098.0,4.0,10265.2,23
1380,1277,48,No,travel_rarely,desconocido,fp,technical_degree,4,male,4,1,laboratory_technician,2,single,16620,5,desconocido,11,3.0,3,0,4,2,1,0,0,1975,yes,76,969.0,2.0,6138.6,7
1381,1278,29,No,travel_rarely, research_development ,bachillerato,desconocido,3,male,3,2,healthcare_representative,4,desconocido,4204,1,desconocido,11,3.0,2,2,2,3,6,1,0,1994,yes,82,1329.0,7.0,5472.8,6
1382,1279,48,No,desconocido, research_development ,bachillerato,life_sciences,4,male,2,5,research_director,4,single,8733,6,No,12,3.0,3,0,3,4,1,0,0,1975,yes,76,715.0,1.0,18265.0,9
1383,1280,34,No,desconocido,desconocido,bachillerato,technical_degree,3,female,4,1,research_scientist,3,desconocido,21643,0,No,17,3.0,4,0,5,2,1,0,0,1989,yes,89,1320.0,20.0,9334.0,2
1384,1281,19,No,desconocido,desconocido,bachillerato,life_sciences,2,female,4,1,research_scientist,4,single,21221,1,desconocido,12,3.0,4,0,2,3,1,0,1,2004,yes,57,265.0,25.0,2737.8,1
1385,1282,23,No,desconocido,desconocido,fp,desconocido,4,male,3,1,research_scientist,3,desconocido,16901,1,No,22,4.0,4,1,2,3,1,0,1,2000,no,47,373.0,1.0,2793.2,1
1386,1283,25,Yes,travel_frequently,desconocido,eso,desconocido,3,male,1,1,sales_representative,4,single,8040,1,Yes,14,3.0,4,0,4,3,1,1,0,1998,yes,73,599.0,14.0,1118.0,1
1387,1284,42,No,desconocido,desconocido,universidad,medical,2,female,4,2,research_scientist,2,married,5628,6,Yes,16,3.0,4,0,2,3,1,0,0,1981,no,78,603.0,12.2,2372.0,18
1388,1285,51,No,travel_frequently,desconocido,fp,medical,2,female,2,1,laboratory_technician,3,single,4257,0,desconocido,14,3.0,2,0,6,2,7,7,7,1972,no,40,968.0,6.0,2838.0,8
1389,1286,45,No,travel_frequently,desconocido,bachillerato,medical,2,female,3,5,manager,2,desconocido,13035,3,desconocido,22,4.0,3,0,4,3,0,0,0,1978,no,69,364.0,25.0,18061.0,22
1390,1287,27,No,desconocido,desconocido,bachillerato,medical,3,female,4,1,sales_representative,4,married,6527,8,desconocido,14,3.0,2,1,4,3,1,0,0,1996,yes,98,1291.0,11.0,7967.4,5
1391,1288,18,No,non_travel,desconocido,bachillerato,desconocido,4,female,3,1,laboratory_technician,4,single,19305,1,desconocido,15,3.0,3,0,5,4,0,0,0,2005,no,97,1124.0,1.0,1611.0,0
1392,1289,31,Yes,travel_frequently,desconocido,bachillerato,desconocido,3,female,2,1,sales_representative,4,single,11882,7,No,14,3.0,3,0,3,4,1,0,0,1992,yes,90,703.0,2.0,2686.0,3
1393,1290,31,Yes,travel_frequently,desconocido,universidad,life_sciences,2,female,1,1,sales_representative,3,single,16154,1,desconocido,12,3.0,2,0,3,3,1,0,0,1992,no,50,862.0,1.0,8772.6,12
1394,1291,31,Yes,travel_rarely,desconocido,bachillerato,life_sciences,1,female,2,1,research_scientist,2,desconocido,22262,1,desconocido,12,3.0,3,0,3,4,1,0,0,1992,no,34,202.0,8.0,6904.0,6
1395,1292,27,No,travel_rarely,desconocido,eso,life_sciences,2,male,3,1,laboratory_technician,1,married,7679,0,desconocido,14,3.0,2,0,3,4,5,1,4,1996,no,91,1377.0,11.0,9574.2,6
1396,1293,39,Yes,desconocido,desconocido,bachillerato,desconocido,1,female,2,1,laboratory_technician,1,single,17181,2,Yes,23,4.0,2,0,2,4,1,0,0,1984,yes,54,592.0,2.0,5652.2,11
1397,1294,44,No,travel_frequently,desconocido,doctorado,marketing,1,female,3,2,sales_executive,3,married,9282,7,desconocido,12,3.0,3,1,4,2,1,0,0,1979,no,79,383.0,1.0,4768.0,11
1398,1295,30,No,desconocido, research_development ,bachillerato,desconocido,2,male,3,1,research_scientist,3,desconocido,7152,1,desconocido,13,3.0,2,2,2,2,1,0,0,1993,no,61,990.0,3.2,1274.0,1
1399,1296,35,No,travel_rarely,desconocido,eso,life_sciences,4,male,3,1,sales_representative,3,desconocido,16192,1,No,13,3.0,1,1,3,3,1,0,0,1988,yes,76,660.0,10.2,2404.0,1
1400,1297,24,Yes,travel_frequently,desconocido,bachillerato,desconocido,2,male,3,1,laboratory_technician,1,desconocido,16998,2,desconocido,11,3.0,3,0,2,2,0,0,0,1999,no,89,381.0,9.0,3422.8,9
1401,1298,24,No,desconocido,desconocido,fp,desconocido,4,female,3,1,sales_representative,2,married,7103,1,desconocido,13,3.0,3,1,2,3,1,0,0,1999,yes,78,830.0,13.0,2033.0,1
1402,1299,28,Yes,desconocido,desconocido,fp,medical,3,male,2,1,laboratory_technician,1,single,5355,7,No,11,3.0,3,0,2,2,0,0,0,1995,yes,63,289.0,2.0,2561.0,8
1403,1300,28,No,travel_rarely,desconocido,bachillerato,life_sciences,1,male,2,1,research_scientist,3,desconocido,12530,1,desconocido,14,3.0,4,1,2,1,1,0,0,1995,no,72,1423.0,1.0,1563.0,1
1404,1301,33,No,desconocido,desconocido,doctorado,desconocido,4,male,3,2,healthcare_representative,3,desconocido,22049,2,desconocido,17,3.0,1,0,6,3,0,0,0,1990,yes,69,516.0,8.0,6388.0,14
1405,1302,39,No,travel_rarely,desconocido,bachillerato,desconocido,2,female,3,3,manufacturing_director,2,single,9150,4,desconocido,18,3.0,4,0,3,3,2,2,2,1984,no,32,1089.0,6.0,8376.0,9
1406,1303,42,No,desconocido,desconocido,bachillerato,medical,3,male,2,1,laboratory_technician,2,married,24052,4,desconocido,14,3.0,2,1,3,3,1,0,0,1981,yes,68,1210.0,2.0,4841.0,8
1407,1304,29,No,travel_rarely,desconocido,bachillerato,desconocido,3,male,4,1,research_scientist,3,married,22376,6,No,18,3.0,1,2,2,2,1,0,0,1994,no,91,598.0,9.0,3342.8,13
1408,1305,35,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,2,1,laboratory_technician,1,desconocido,21731,1,No,19,3.0,2,0,3,3,3,1,2,1988,no,68,992.0,1.0,8505.2,10
1409,1306,35,Yes,travel_rarely,desconocido,bachillerato,desconocido,1,female,3,1,laboratory_technician,1,desconocido,26619,1,desconocido,12,3.0,4,1,2,3,1,0,0,1988,yes,69,104.0,8.8,2074.0,1
1410,1307,34,No,desconocido,desconocido,universidad,medical,1,male,3,1,research_scientist,4,single,22061,1,desconocido,13,3.0,3,0,4,3,1,0,0,1989,no,35,479.0,8.0,2972.0,11
1411,1308,26,No,travel_rarely,desconocido,bachillerato,desconocido,1,female,3,1,research_scientist,4,desconocido,11133,1,desconocido,21,4.0,1,0,5,3,1,0,0,1997,yes,89,474.0,3.0,2919.4,1
1412,1309,36,No,travel_rarely,desconocido,universidad,life_sciences,2,female,3,2,sales_executive,3,single,21447,6,No,13,3.0,1,0,5,3,1,0,0,1987,yes,73,884.0,1.0,6815.0,8
1413,1310,50,No,desconocido,desconocido,bachillerato,marketing,2,male,3,5,manager,3,married,19519,4,Yes,16,3.0,3,1,2,3,1,0,0,1973,no,59,264.0,11.2,7075.0,13
1414,1311,42,No,travel_rarely,desconocido,fp,desconocido,4,male,2,5,manager,4,desconocido,26362,8,No,22,4.0,4,0,2,3,1,0,1,1981,no,93,1059.0,9.0,8483.8,24
1415,1312,35,No,desconocido,desconocido,fp,life_sciences,3,male,2,1,laboratory_technician,4,desconocido,7713,1,No,18,3.0,4,1,5,2,1,0,1,1988,no,63,1349.0,7.0,2690.0,7
1416,1313,46,No,travel_rarely,desconocido,universidad,life_sciences,4,male,4,4,manager,1,desconocido,3156,1,desconocido,15,3.0,2,0,5,1,26,0,12,1977,no,56,563.0,1.0,17567.0,27
1417,1314,18,Yes,travel_frequently, sales ,fp,medical,2,female,3,1,sales_representative,4,single,18420,1,Yes,12,3.0,3,0,2,4,0,0,0,2005,yes,70,544.0,3.0,1569.0,0
1418,1315,29,No,desconocido,desconocido,bachillerato,desconocido,1,male,2,2,sales_executive,2,divorced,3356,1,Yes,13,3.0,2,1,3,2,10,0,9,1994,yes,43,991.0,5.0,4187.0,10
