,employee_number,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income, monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,remote_work
1344,1241,40,No,desconocido,658,sales,10.0,universidad,marketing,1,male,67,2,3,sales_executive,2,divorced,5066,20652,2,No,12,3,2,1,11,2,2,1,0,0,,1983,yes
1345,1242,19,Yes,desconocido,419,desconocido,21.0,bachillerato,other,4,male,37,2,1,sales_representative,2,single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,"2121,0",2004,no
1346,1243,20,Yes,travel_rarely,129,research_development,4.0,bachillerato,technical_degree,1,male,84,3,1,laboratory_technician,1,single,5418,13008,1,desconocido,19,3,2,0,1,2,3,1,0,0,,2003,no
1347,1244,33,No,travel_rarely,1069,desconocido,1.0,bachillerato,desconocido,2,female,42,2,2,healthcare_representative,4,desconocido,5771,12291,0,desconocido,14,3,1,0,6,3,3,5,1,4,,1990,yes
1348,1245,58,Yes,travel_rarely,289,desconocido,2.0,bachillerato,desconocido,4,male,51,3,1,research_scientist,3,single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,"2479,0",1965,no
1349,1246,40,Yes,non_travel,1479,desconocido,24.0,bachillerato,desconocido,2,female,100,4,4,sales_executive,2,single,13194,17071,4,desconocido,16,3,4,0,22,2,2,1,0,0,"13194,0",1983,yes
1350,1247,29,Yes,travel_rarely,906,desconocido,10.0,bachillerato,desconocido,4,female,92,2,1,research_scientist,1,single,9522,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,,1994,yes
1351,1248,47,No,travel_rarely,955,desconocido,13.6,fp,life_sciences,4,female,83,3,2,sales_executive,4,single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,7,"4163,0",1976,no
1352,1249,18,No,desconocido,287,desconocido,5.0,fp,desconocido,2,male,73,3,1,research_scientist,4,desconocido,7128,13493,1,No,15,3,4,0,16,2,3,0,0,0,,2005,yes
1353,1250,20,Yes,desconocido,1097,desconocido,5.4,bachillerato,medical,4,female,98,2,1,research_scientist,1,desconocido,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,"2600,0",2003,no
1354,1251,42,No,desconocido,265,desconocido,5.0,fp,desconocido,4,male,90,3,5,manager,3,desconocido,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,"18303,0",1981,yes
1355,1252,50,No,travel_rarely,804,research_development,9.0,bachillerato,desconocido,1,male,64,3,1,laboratory_technician,4,married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,"2380,0",1973,yes
1356,1253,37,Yes,travel_rarely,1141,desconocido,11.0,fp,medical,1,female,61,1,2,healthcare_representative,2,desconocido,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,"4777,0",1986,yes
1357,1254,38,No,desconocido,810,desconocido,3.0,universidad,life_sciences,2,male,42,3,2,sales_executive,4,desconocido,5281,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,,1985,no
1358,1255,36,Yes,desconocido,660,desconocido,15.0,bachillerato,desconocido,1,male,81,3,2,laboratory_technician,3,divorced,5061,7858,7,desconocido,14,3,2,1,9,3,2,1,0,0,,1987,yes
1359,1256,28,No,travel_rarely,1144,sales,10.0,eso,medical,4,male,74,3,1,sales_representative,2,married,1052,23384,1,No,22,4,2,0,14,5,3,1,0,0,"1052,0",1995,yes
1360,1257,43,No,desconocido,415,desconocido,25.0,bachillerato,desconocido,3,male,69,2,3,sales_executive,4,desconocido,9224,5268,5,No,13,3,3,1,18,5,3,1,0,0,,1980,yes
1361,1258,21,Yes,travel_rarely,1334,research_development,10.0,bachillerato,desconocido,3,female,36,2,1,laboratory_technician,1,single,5835,17258,1,No,13,3,1,0,1,6,2,1,1,0,,2002,yes
1362,1259,51,Yes,travel_rarely,1323,desconocido,4.0,universidad,desconocido,1,male,34,3,1,research_scientist,3,married,2461,10332,9,desconocido,12,3,3,3,18,2,4,10,2,7,"2461,0",1972,no
1363,1260,37,No,desconocido,309,sales,10.0,universidad,desconocido,4,female,88,2,2,sales_executive,4,divorced,3651,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,,1986,no
1364,1261,28,Yes,desconocido,1009,research_development,1.0,bachillerato,medical,1,male,45,2,1,laboratory_technician,2,divorced,2596,7160,1,No,15,3,1,2,15,2,3,1,0,0,"2596,0",1995,no
1365,1262,50,Yes,desconocido,1083,desconocido,1.0,universidad,desconocido,4,male,81,3,2,sales_executive,3,single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,"4728,0",1973,yes
1366,1263,34,No,desconocido,697,desconocido,3.0,universidad,desconocido,3,male,40,2,1,research_scientist,4,desconocido,5757,22478,3,No,17,3,4,3,6,2,3,0,0,0,,1989,yes
1367,1264,38,No,travel_rarely,130,desconocido,2.0,fp,marketing,4,male,32,3,3,sales_executive,2,single,7351,20619,7,No,16,3,3,0,14,2,3,1,0,0,"7351,0",1985,yes
1368,1265,42,No,desconocido,188,desconocido,29.0,bachillerato,desconocido,2,male,56,1,2,laboratory_technician,4,desconocido,7798,9558,4,desconocido,19,3,1,0,16,3,3,1,0,0,,1981,no
1369,1266,18,Yes,desconocido,247,desconocido,8.0,eso,desconocido,3,male,80,3,1,laboratory_technician,3,single,7260,13556,1,No,12,3,4,0,15,0,3,0,0,0,,2005,yes
1370,1267,41,No,desconocido,167,desconocido,12.0,universidad,desconocido,2,male,46,3,1,laboratory_technician,4,desconocido,4766,9051,3,Yes,11,3,1,1,6,4,2,1,0,0,"4766,0",1982,no
1371,1268,35,No,travel_rarely,982,research_development,1.0,universidad,medical,4,male,58,2,1,laboratory_technician,3,desconocido,2258,16340,6,No,12,3,2,1,15,2,3,8,1,7,"2258,0",1988,yes
1372,1269,32,No,desconocido,862,sales,2.0,eso,desconocido,3,female,76,3,1,sales_representative,1,desconocido,2827,14947,1,desconocido,12,3,3,3,1,3,3,1,0,0,"2827,0",1991,yes
1373,1270,22,Yes,desconocido,1256,desconocido,3.0,universidad,life_sciences,3,male,48,2,1,research_scientist,4,married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,"2853,0",2001,yes
1374,1271,44,No,non_travel,111,desconocido,12.8,bachillerato,desconocido,2,male,74,1,1,research_scientist,3,single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,"2290,0",1979,yes
1375,1272,41,Yes,non_travel,906,desconocido,5.0,fp,life_sciences,1,male,95,2,1,research_scientist,1,desconocido,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,"2107,0",1982,yes
1376,1273,40,No,travel_frequently,1184,desconocido,2.0,universidad,desconocido,2,male,62,3,2,sales_executive,2,desconocido,7281,25440,5,No,12,3,4,3,19,2,3,0,0,0,,1983,no
1377,1274,24,Yes,desconocido,984,desconocido,17.0,fp,life_sciences,4,female,97,3,1,laboratory_technician,2,desconocido,2210,3372,1,desconocido,13,3,1,1,1,3,1,1,0,0,"2210,0",1999,yes
1378,1275,42,No,travel_frequently,458,desconocido,26.0,doctorado,medical,1,female,60,3,3,research_director,1,married,13191,23281,3,Yes,17,3,3,0,17,6,3,1,0,0,"13191,0",1981,no
1379,1276,49,No,desconocido,1098,research_development,4.0,fp,medical,1,male,85,2,5,manager,3,married,8682,12124,2,desconocido,13,3,3,1,23,2,4,1,0,0,,1974,yes
1380,1277,48,No,travel_rarely,969,desconocido,2.0,fp,technical_degree,4,male,76,4,1,laboratory_technician,2,single,5795,16620,5,desconocido,11,3,3,0,7,4,2,1,0,0,,1975,yes
1381,1278,29,No,travel_rarely,1329,research_development,7.0,bachillerato,desconocido,3,male,82,3,2,healthcare_representative,4,desconocido,5472,4204,1,desconocido,11,3,2,2,6,2,3,6,1,0,,1994,yes
1382,1279,48,No,desconocido,715,research_development,1.0,bachillerato,life_sciences,4,male,76,2,5,research_director,4,single,18265,8733,6,No,12,3,3,0,12,3,4,1,0,0,"18265,0",1975,yes
1383,1280,34,No,desconocido,1320,desconocido,20.0,bachillerato,technical_degree,3,female,89,4,1,research_scientist,3,desconocido,9334,21643,0,No,17,3,4,0,2,5,2,1,0,0,,1989,yes
1384,1281,19,No,desconocido,265,desconocido,25.0,bachillerato,life_sciences,2,female,57,4,1,research_scientist,4,single,3330,21221,1,desconocido,12,3,4,0,1,2,3,1,0,1,,2004,yes
1385,1282,23,No,desconocido,373,desconocido,1.0,fp,desconocido,4,male,47,3,1,research_scientist,3,desconocido,2793,16901,1,No,22,4,4,1,1,2,3,1,0,1,,2000,no
1386,1283,25,Yes,travel_frequently,599,desconocido,14.0,eso,desconocido,3,male,73,1,1,sales_representative,4,single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,1,0,"1118,0",1998,yes
1387,1284,42,No,desconocido,603,desconocido,12.2,universidad,medical,2,female,78,4,2,research_scientist,2,married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,"2372,0",1981,no
1388,1285,51,No,travel_frequently,968,desconocido,6.0,fp,medical,2,female,40,2,1,laboratory_technician,3,single,2838,4257,0,desconocido,14,3,2,0,8,6,2,7,7,7,"2838,0",1972,no
1389,1286,45,No,travel_frequently,364,desconocido,25.0,bachillerato,medical,2,female,67,3,5,manager,2,desconocido,18061,13035,3,desconocido,22,4,3,0,22,4,3,0,0,0,"18061,0",1978,no
1390,1287,27,No,desconocido,1291,desconocido,11.0,bachillerato,medical,3,female,98,4,1,sales_representative,4,married,7967,6527,8,desconocido,14,3,2,1,5,4,3,1,0,0,,1996,yes
1391,1288,18,No,non_travel,1124,desconocido,1.0,bachillerato,desconocido,4,female,97,3,1,laboratory_technician,4,single,1611,19305,1,desconocido,15,3,3,0,0,5,4,0,0,0,"1611,0",2005,no
1392,1289,31,Yes,travel_frequently,703,desconocido,2.0,bachillerato,desconocido,3,female,90,2,1,sales_representative,4,single,3159,11882,7,No,14,3,3,0,3,3,4,1,0,0,,1992,yes
1393,1290,31,Yes,travel_frequently,1019,desconocido,1.0,universidad,life_sciences,2,female,50,1,1,sales_representative,3,single,8846,16154,1,desconocido,12,3,2,0,13,3,3,1,0,0,,1992,no
1394,1291,31,Yes,travel_rarely,202,desconocido,8.0,bachillerato,life_sciences,1,female,34,2,1,research_scientist,2,desconocido,6904,22262,1,desconocido,12,3,3,0,11,3,4,1,0,0,,1992,no
1395,1292,27,No,travel_rarely,1377,desconocido,11.0,eso,life_sciences,2,male,91,3,1,laboratory_technician,1,married,9574,7679,0,desconocido,14,3,2,0,6,3,4,5,1,4,,1996,no
1396,1293,39,Yes,desconocido,592,desconocido,2.0,bachillerato,desconocido,1,female,54,2,1,laboratory_technician,1,single,4160,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,,1984,yes
1397,1294,44,No,travel_frequently,383,desconocido,1.0,doctorado,marketing,1,female,79,3,2,sales_executive,3,married,4768,9282,7,desconocido,12,3,3,1,11,4,2,1,0,0,"4768,0",1979,no
1398,1295,30,No,desconocido,990,research_development,11.6,bachillerato,desconocido,2,male,76,3,1,research_scientist,3,desconocido,1274,7152,1,desconocido,13,3,2,2,1,2,2,1,0,0,"1274,0",1993,no
1399,1296,35,No,travel_rarely,660,desconocido,10.2,eso,life_sciences,4,male,76,3,1,sales_representative,3,desconocido,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,"2404,0",1988,yes
1400,1297,24,Yes,travel_frequently,381,desconocido,9.0,bachillerato,desconocido,2,male,89,3,1,laboratory_technician,1,desconocido,3422,16998,2,desconocido,11,3,3,0,15,2,2,0,0,0,,1999,no
1401,1298,24,No,desconocido,830,desconocido,13.0,fp,desconocido,4,female,78,3,1,sales_representative,2,married,2033,7103,1,desconocido,13,3,3,1,1,2,2,1,0,0,"2033,0",1999,yes
1402,1299,28,Yes,desconocido,289,desconocido,2.0,fp,medical,3,male,66,2,1,laboratory_technician,1,single,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,"2561,0",1995,yes
1403,1300,28,No,travel_rarely,1423,desconocido,1.0,bachillerato,life_sciences,1,male,72,2,1,research_scientist,3,desconocido,1563,12530,1,desconocido,14,3,4,1,1,2,1,1,0,0,"1563,0",1995,no
1404,1301,33,No,desconocido,516,desconocido,8.0,doctorado,desconocido,4,male,69,3,2,healthcare_representative,3,desconocido,6388,22049,2,desconocido,17,3,1,0,14,6,3,0,0,0,"6388,0",1990,yes
1405,1302,39,No,travel_rarely,1089,desconocido,6.0,bachillerato,desconocido,2,female,32,3,3,manufacturing_director,2,single,8376,9150,4,desconocido,18,3,4,0,9,3,3,2,2,2,"8376,0",1984,no
1406,1303,42,No,desconocido,1210,desconocido,2.0,bachillerato,medical,3,male,68,2,1,laboratory_technician,2,married,4841,24052,4,desconocido,14,3,2,1,8,3,2,1,0,0,"4841,0",1981,yes
1407,1304,29,No,travel_rarely,598,desconocido,9.0,bachillerato,desconocido,3,male,91,4,1,research_scientist,3,married,3480,22376,6,No,18,3,1,2,19,2,2,1,0,0,,1994,no
1408,1305,35,No,travel_rarely,992,desconocido,1.0,bachillerato,desconocido,4,male,68,2,1,laboratory_technician,1,desconocido,8505,21731,1,No,19,3,2,0,16,3,3,3,1,2,,1988,no
1409,1306,35,Yes,travel_rarely,104,desconocido,8.8,bachillerato,desconocido,1,female,69,3,1,laboratory_technician,1,desconocido,2074,26619,1,desconocido,12,3,4,1,1,2,3,1,0,0,"2074,0",1988,yes
1410,1307,34,No,desconocido,479,desconocido,8.0,universidad,medical,1,male,35,3,1,research_scientist,4,single,2972,22061,1,desconocido,13,3,3,0,11,4,2,1,0,0,"2972,0",1989,no
1411,1308,26,No,travel_rarely,474,desconocido,3.0,bachillerato,desconocido,1,female,89,3,1,research_scientist,4,desconocido,3134,11133,1,desconocido,21,4,1,0,1,5,3,1,0,0,,1997,yes
1412,1309,36,No,travel_rarely,884,desconocido,1.0,universidad,life_sciences,2,female,73,3,2,sales_executive,3,single,6815,21447,6,No,13,3,1,0,12,5,3,1,0,0,"6815,0",1987,yes
1413,1310,50,No,desconocido,264,desconocido,13.4,bachillerato,marketing,2,male,59,3,5,manager,3,married,7678,19519,4,Yes,16,3,3,1,14,2,3,1,0,0,,1973,no
1414,1311,42,No,travel_rarely,1059,desconocido,9.0,fp,desconocido,4,male,93,2,5,manager,4,desconocido,8483,26362,8,No,22,4,4,0,24,2,3,1,0,1,,1981,no
1415,1312,35,No,desconocido,1349,desconocido,7.0,fp,life_sciences,3,male,63,2,1,laboratory_technician,4,desconocido,2690,7713,1,No,18,3,4,1,13,5,2,1,0,1,"2690,0",1988,no
1416,1313,46,No,travel_rarely,563,desconocido,1.0,universidad,life_sciences,4,male,56,4,4,manager,1,desconocido,17567,3156,1,desconocido,15,3,2,0,27,5,1,26,0,12,"17567,0",1977,no
1417,1314,18,Yes,travel_frequently,544,sales,3.0,fp,medical,2,female,70,3,1,sales_representative,4,single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,"1569,0",2005,yes
1418,1315,29,No,desconocido,991,desconocido,5.0,bachillerato,desconocido,1,male,43,2,2,sales_executive,2,divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,9,"4187,0",1994,yes
1419,1316,31,No,desconocido,1112,desconocido,5.0,universidad,life_sciences,1,female,67,3,2,sales_executive,4,desconocido,6302,22589,1,No,11,3,1,2,10,2,2,10,0,2,,1992,yes
1420,1317,41,No,travel_rarely,1206,desconocido,23.0,fp,desconocido,4,male,80,3,3,sales_executive,3,single,5244,11591,3,desconocido,16,3,4,0,21,2,3,2,0,2,,1982,yes
1421,1318,38,No,travel_rarely,1495,desconocido,4.0,fp,desconocido,4,female,87,3,1,laboratory_technician,3,desconocido,3306,26176,7,desconocido,19,3,4,1,7,5,2,0,0,0,"3306,0",1985,yes
1422,1319,32,Yes,travel_rarely,1259,desconocido,2.0,universidad,life_sciences,4,male,95,3,1,laboratory_technician,2,single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,"1393,0",1991,yes
1423,1320,60,No,desconocido,918,desconocido,1.0,universidad,desconocido,3,male,92,1,3,healthcare_representative,4,divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,"10883,0",1963,no
1424,1321,24,Yes,desconocido,240,desconocido,22.0,eso,desconocido,4,male,58,1,1,human_resources,3,married,2778,11585,1,No,11,3,3,1,1,2,3,1,0,0,,1999,yes
1425,1322,40,No,travel_rarely,369,desconocido,8.0,fp,life_sciences,2,female,92,3,2,manufacturing_director,1,desconocido,7613,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,,1983,yes
1426,1323,30,No,travel_rarely,793,desconocido,9.8,eso,desconocido,2,male,33,3,1,research_scientist,4,married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,8,"2862,0",1993,yes
1427,1324,47,No,non_travel,543,desconocido,2.0,universidad,marketing,3,male,87,3,2,sales_executive,2,desconocido,2830,3536,7,No,11,3,4,1,4,3,1,1,0,0,,1976,yes
1428,1325,32,Yes,travel_rarely,964,sales,1.0,fp,desconocido,1,male,67,1,2,sales_executive,2,single,6735,12147,6,desconocido,15,3,2,0,10,2,3,0,0,0,"6735,0",1991,no
1429,1326,45,No,travel_rarely,176,desconocido,10.6,bachillerato,life_sciences,4,female,56,1,3,human_resources,3,married,9756,6595,4,desconocido,21,4,3,2,9,2,4,5,0,3,"9756,0",1978,yes
1430,1327,34,No,desconocido,181,desconocido,2.0,universidad,desconocido,4,male,97,4,1,research_scientist,4,married,7955,5586,0,Yes,14,3,1,3,6,3,3,5,1,2,,1989,no
1431,1328,33,Yes,desconocido,211,desconocido,16.0,bachillerato,desconocido,1,female,74,3,3,sales_executive,1,desconocido,6524,10092,2,Yes,20,4,3,0,19,2,2,0,0,0,,1990,yes
1432,1329,31,Yes,travel_rarely,1079,desconocido,16.0,universidad,desconocido,1,male,70,3,3,sales_executive,3,married,7099,19002,2,desconocido,13,3,1,3,17,2,3,1,0,0,,1992,yes
1433,1330,29,No,travel_rarely,590,desconocido,4.0,bachillerato,technical_degree,4,female,91,2,1,research_scientist,1,divorced,4250,10007,1,desconocido,13,3,3,1,13,2,3,1,0,0,,1994,yes
1434,1331,30,No,desconocido,305,desconocido,16.0,bachillerato,desconocido,3,male,58,4,2,healthcare_representative,3,married,5294,9128,3,No,16,3,3,1,10,3,3,7,1,7,"5294,0",1993,no
1435,1332,38,No,travel_rarely,833,desconocido,18.0,bachillerato,medical,2,male,60,1,2,healthcare_representative,4,married,3954,24539,3,desconocido,16,3,3,1,13,2,3,1,1,0,,1985,yes
1436,1333,43,Yes,desconocido,807,desconocido,17.0,bachillerato,technical_degree,3,male,38,2,1,research_scientist,3,desconocido,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,"2437,0",1980,no
1437,1334,55,No,travel_rarely,478,desconocido,7.6,bachillerato,desconocido,3,male,60,2,5,research_director,1,married,8180,19805,8,No,12,3,2,3,34,2,3,1,0,0,,1968,no
1438,1335,21,Yes,desconocido,337,desconocido,7.0,eso,marketing,2,male,31,3,1,sales_representative,2,single,4655,4567,1,desconocido,13,3,2,0,14,3,3,1,1,0,,2002,yes
1439,1336,22,Yes,travel_rarely,1294,desconocido,6.6,eso,medical,3,female,79,3,1,laboratory_technician,1,desconocido,6294,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,,2001,yes
1440,1337,37,No,travel_rarely,1239,desconocido,8.0,fp,other,3,male,89,3,2,human_resources,2,divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,4,7,"4071,0",1986,yes
1441,1338,42,No,travel_rarely,1128,desconocido,13.0,bachillerato,desconocido,2,male,95,4,2,healthcare_representative,1,married,10254,5696,5,No,18,3,3,2,10,2,2,0,0,0,,1981,no
1442,1339,18,No,desconocido,1431,desconocido,14.0,bachillerato,desconocido,2,female,33,3,1,research_scientist,3,single,3701,8018,1,desconocido,16,3,3,0,0,4,1,0,0,0,,2005,yes
1443,1340,31,Yes,travel_rarely,359,desconocido,18.0,doctorado,human_resources,4,male,89,4,1,human_resources,1,married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,"2956,0",1992,yes
1444,1341,36,No,travel_rarely,430,desconocido,2.0,universidad,desconocido,4,female,73,3,2,research_scientist,2,desconocido,7848,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,,1987,yes
1445,1342,32,No,travel_frequently,1318,desconocido,10.0,universidad,marketing,4,male,79,3,2,sales_executive,4,desconocido,4648,26075,8,desconocido,13,3,3,0,12,2,4,0,0,0,"4648,0",1991,yes
1446,1343,29,No,desconocido,726,desconocido,29.0,eso,life_sciences,4,male,93,1,2,healthcare_representative,3,divorced,2830,21143,8,No,17,3,4,2,11,3,2,7,1,6,,1994,no
1447,1344,42,No,travel_rarely,1142,desconocido,8.0,bachillerato,desconocido,4,male,77,3,1,laboratory_technician,3,desconocido,4306,13624,4,No,13,3,4,0,7,3,3,0,0,0,,1981,yes
1448,1345,29,No,travel_rarely,352,desconocido,6.0,eso,desconocido,4,male,87,2,1,human_resources,2,married,2804,15434,1,No,11,3,4,0,12,3,3,1,0,0,"2804,0",1994,yes
1449,1346,29,Yes,desconocido,927,desconocido,24.0,fp,desconocido,4,male,73,2,1,research_scientist,4,desconocido,2439,14753,1,Yes,24,3,2,0,1,3,2,1,1,0,"2439,0",1994,no
1450,1347,28,No,travel_rarely,1172,sales,3.0,bachillerato,medical,2,female,78,3,1,sales_representative,2,desconocido,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,"2856,0",1995,yes
1451,1348,30,Yes,desconocido,945,desconocido,9.0,bachillerato,desconocido,2,male,89,3,1,sales_representative,4,desconocido,4511,16019,1,desconocido,13,3,3,0,16,3,2,1,0,0,,1993,no
1452,1349,22,Yes,travel_rarely,391,research_development,7.0,eso,life_sciences,4,male,75,3,1,research_scientist,2,single,4228,26092,1,desconocido,23,4,1,0,1,2,3,1,0,0,,2001,yes
1453,1350,26,No,desconocido,482,desconocido,1.0,fp,life_sciences,2,female,90,2,1,research_scientist,3,desconocido,2933,14908,1,Yes,13,3,3,1,1,3,2,1,1,0,"2933,0",1997,no
1454,1351,44,No,travel_rarely,170,desconocido,1.0,universidad,desconocido,2,male,78,4,2,healthcare_representative,1,desconocido,6534,9364,2,desconocido,15,3,4,1,10,5,3,2,2,2,,1979,yes
1455,1352,29,Yes,travel_frequently,746,sales,24.0,bachillerato,technical_degree,3,male,45,4,1,sales_representative,1,single,1091,10642,1,No,17,3,4,0,1,3,2,1,0,0,"1091,0",1994,yes
1456,1353,28,Yes,travel_rarely,1475,desconocido,13.0,fp,marketing,4,female,84,3,2,sales_executive,3,desconocido,5927,23352,3,Yes,11,3,4,0,6,0,3,2,2,2,,1995,yes
1457,1354,56,No,travel_rarely,1443,desconocido,11.0,doctorado,desconocido,4,female,89,2,2,sales_executive,1,married,9901,20328,4,desconocido,16,3,3,1,15,3,3,0,0,0,,1967,yes
1458,1355,39,No,travel_rarely,867,desconocido,9.0,fp,desconocido,1,male,87,3,2,manufacturing_director,1,married,5151,12315,1,No,25,4,4,1,10,3,3,10,7,9,"5151,0",1984,yes
1459,1356,58,No,desconocido,605,desconocido,21.0,bachillerato,desconocido,4,female,72,3,4,manager,4,desconocido,5761,11761,4,Yes,13,3,3,1,22,2,2,1,0,0,,1965,yes
1460,1357,42,No,travel_rarely,419,sales,12.0,universidad,marketing,2,male,77,3,2,sales_executive,4,divorced,5564,2900,3,desconocido,12,3,3,2,14,4,3,0,0,0,,1981,no
1461,1358,27,Yes,desconocido,1337,desconocido,22.0,bachillerato,desconocido,1,female,58,2,1,human_resources,2,married,2863,19555,1,No,12,3,1,0,17,2,3,1,0,0,"2863,0",1996,no
1462,1359,38,No,travel_rarely,1404,desconocido,1.0,bachillerato,desconocido,1,male,59,2,1,sales_representative,1,single,2858,11473,4,desconocido,14,3,1,0,20,3,2,1,0,0,"2858,0",1985,yes
1463,1360,32,No,desconocido,1373,desconocido,5.0,universidad,life_sciences,4,male,56,2,2,manufacturing_director,4,desconocido,4401,10138,8,No,24,4,2,0,14,1,3,1,0,0,,1991,yes
1464,1361,31,No,desconocido,1276,desconocido,2.0,eso,medical,4,female,59,1,1,laboratory_technician,4,desconocido,1129,17536,1,desconocido,11,3,3,3,17,4,3,1,0,0,"1129,0",1992,yes
1465,1362,25,No,travel_rarely,309,desconocido,2.0,bachillerato,desconocido,3,female,82,3,1,human_resources,2,desconocido,5830,19655,4,No,14,3,3,0,6,3,3,2,1,2,,1998,no
1466,1363,40,No,desconocido,543,research_development,10.8,universidad,desconocido,1,male,83,3,1,laboratory_technician,4,married,5115,4060,8,No,19,3,3,2,8,3,2,1,0,0,,1983,yes
1467,1364,39,No,non_travel,105,desconocido,9.0,bachillerato,desconocido,4,male,87,3,5,manager,4,desconocido,19431,15302,2,desconocido,13,3,3,0,13,3,2,6,1,3,"19431,0",1984,no
1468,1365,23,Yes,desconocido,638,desconocido,9.0,bachillerato,desconocido,4,male,33,3,1,sales_representative,1,married,6836,26956,1,No,19,3,1,1,5,3,2,1,1,0,,2000,no
1469,1366,35,No,travel_rarely,1146,desconocido,26.0,universidad,life_sciences,3,female,31,3,3,human_resources,4,single,3996,16642,1,Yes,16,3,3,0,6,2,2,9,1,7,,1988,no
1470,1367,34,No,travel_rarely,1440,desconocido,7.0,fp,technical_degree,2,male,55,3,1,sales_representative,3,desconocido,2308,4944,0,Yes,25,4,2,1,12,4,3,11,5,7,"2308,0",1989,yes
1471,1368,28,No,non_travel,1103,desconocido,16.0,bachillerato,medical,3,male,49,3,1,research_scientist,3,single,2144,2122,1,No,14,3,3,0,5,3,2,5,1,4,"2144,0",1995,no
1472,1369,29,No,desconocido,136,desconocido,1.0,bachillerato,life_sciences,1,male,89,3,2,healthcare_representative,1,married,5373,6225,0,No,12,3,1,1,6,5,2,5,0,2,"5373,0",1994,no
1473,1370,58,Yes,travel_rarely,147,desconocido,23.0,universidad,medical,4,female,94,3,3,healthcare_representative,4,married,11279,3465,1,desconocido,12,3,4,1,40,3,2,40,15,6,,1965,yes
1474,1371,38,No,desconocido,119,desconocido,3.0,bachillerato,life_sciences,1,male,76,3,3,sales_executive,3,divorced,7870,9647,0,desconocido,12,3,3,2,16,6,2,16,5,13,,1985,yes
1475,1372,29,No,travel_frequently,1413,desconocido,1.0,eso,desconocido,2,female,42,3,3,sales_executive,4,married,5771,6599,1,desconocido,14,3,4,1,11,5,3,11,4,1,,1994,yes
1476,1373,55,No,travel_rarely,452,desconocido,1.0,bachillerato,medical,4,male,81,3,5,manager,1,single,19045,18938,0,desconocido,14,3,3,0,37,2,3,36,4,13,"19045,0",1968,yes
1477,1374,41,No,desconocido,334,desconocido,2.0,universidad,desconocido,4,male,88,3,4,manager,2,desconocido,16015,15896,1,desconocido,19,3,2,0,12,2,3,22,0,4,"16015,0",1982,yes
1478,1375,39,No,travel_rarely,1132,research_development,1.0,bachillerato,desconocido,3,male,48,4,3,healthcare_representative,4,desconocido,9613,10942,0,No,17,3,1,3,19,5,2,18,3,7,"9613,0",1984,yes
1479,1376,38,No,desconocido,886,desconocido,15.0,fp,life_sciences,3,male,92,2,3,research_director,4,desconocido,11510,15682,0,desconocido,14,3,2,1,7,3,3,11,2,9,"11510,0",1985,yes
1480,1377,43,No,desconocido,982,desconocido,12.0,bachillerato,desconocido,1,male,69,2,4,research_director,2,desconocido,3996,4345,1,No,11,3,3,1,9,3,2,25,3,9,,1980,yes
1481,1378,31,No,desconocido,480,desconocido,7.0,fp,desconocido,2,female,31,3,2,manufacturing_director,1,married,4306,4156,1,No,12,3,2,1,13,5,1,13,3,12,"4306,0",1992,yes
