,age,attrition,business_travel,department,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
1337,43,No,travel_rarely,desconocido,3,desconocido,357,1,female,3,2,manufacturing_director,2,divorced,23814,4,No,21,4.0,3,1,2,4,1,0,0,1980,no,55,177.0,8.0,4801.2,4
1338,21,Yes,travel_rarely, research_development ,1,other,923,4,female,3,1,research_scientist,4,single,8870,1,No,19,3.0,1,0,3,2,1,0,0,2002,no,65,1427.0,18.0,4695.4,12
1339,34,No,desconocido,desconocido,3,life_sciences,934,4,male,3,1,laboratory_technician,2,desconocido,6896,1,No,14,3.0,2,2,3,3,1,1,0,1989,yes,83,546.0,5.6,2008.0,1
1340,58,No,desconocido,desconocido,3,desconocido,940,3,female,2,3,healthcare_representative,2,divorced,9255,2,desconocido,13,3.0,4,1,3,3,6,0,4,1965,no,37,1272.0,5.0,10552.0,24
1341,48,No,desconocido,desconocido,4,medical,945,4,male,3,1,research_scientist,3,married,5543,4,desconocido,17,3.0,1,2,2,2,0,0,0,1975,no,51,699.2,20.0,2259.0,13
1342,32,No,non_travel,desconocido,3,life_sciences,951,3,female,2,1,laboratory_technician,2,married,3974,6,No,20,3.0,3,0,3,3,3,0,2,1991,yes,70,1184.0,1.0,5181.8,5
1343,25,Yes,desconocido,desconocido,2,marketing,952,3,male,2,1,sales_representative,2,married,18798,1,Yes,18,3.0,3,3,2,3,1,0,0,1998,no,36,867.0,19.0,2413.0,9
1344,40,No,desconocido, sales ,4,marketing,954,1,male,2,3,sales_executive,2,divorced,20652,2,No,12,3.0,2,1,2,2,1,0,0,1983,yes,67,658.0,10.0,5066.6,11
1345,19,Yes,desconocido,desconocido,3,other,959,4,male,2,1,sales_representative,2,single,9947,1,Yes,13,3.0,2,0,3,4,1,0,0,2004,no,37,419.0,21.0,2121.0,1
1346,20,Yes,travel_rarely, research_development ,3,technical_degree,358,1,male,3,1,laboratory_technician,1,single,13008,1,desconocido,19,3.0,2,0,2,3,1,0,0,2003,no,84,129.0,4.0,5360.0,1
1347,33,No,travel_rarely,desconocido,3,desconocido,359,2,female,2,2,healthcare_representative,4,desconocido,12291,0,desconocido,14,3.0,1,0,3,3,5,1,4,1990,yes,42,1069.0,1.0,5361.8,6
1348,58,Yes,travel_rarely,desconocido,3,desconocido,360,4,male,3,1,research_scientist,3,single,26227,4,No,24,4.0,1,0,4,3,1,0,0,1965,no,51,289.0,2.0,2479.0,7
1349,40,Yes,non_travel,desconocido,3,desconocido,986,2,female,4,4,sales_executive,2,single,17071,4,desconocido,16,3.0,4,0,2,2,1,0,0,1983,yes,100,1479.0,24.0,13194.0,22
1350,29,Yes,travel_rarely,desconocido,3,desconocido,994,4,female,2,1,research_scientist,1,single,11479,6,Yes,20,4.0,3,0,5,3,0,0,0,1994,yes,92,906.0,10.0,9522.4,3
1351,47,No,travel_rarely,desconocido,2,life_sciences,1003,4,female,3,2,sales_executive,4,single,8571,1,Yes,17,3.0,3,0,0,3,9,0,7,1976,no,83,955.0,17.6,4163.0,9
1352,18,No,desconocido,desconocido,2,desconocido,1012,2,male,3,1,research_scientist,4,desconocido,13493,1,No,15,3.0,4,0,2,3,0,0,0,2005,yes,73,287.0,5.0,7128.4,11
1353,20,Yes,desconocido,desconocido,3,medical,361,4,female,2,1,research_scientist,1,desconocido,18275,1,Yes,15,3.0,1,0,2,3,1,0,0,2003,no,98,1097.0,7.0,2600.0,1
1354,42,No,desconocido,desconocido,2,desconocido,1029,4,male,3,5,manager,3,desconocido,7770,6,No,13,3.0,2,0,3,4,1,0,0,1981,yes,90,265.0,5.0,18303.0,21
1355,50,No,travel_rarely, research_development ,3,desconocido,362,1,male,3,1,laboratory_technician,4,married,20165,4,No,18,3.0,2,0,5,3,1,0,0,1973,yes,64,804.0,9.0,2380.0,8
1356,37,Yes,travel_rarely,desconocido,2,medical,1033,1,female,1,2,healthcare_representative,2,desconocido,14382,5,No,15,3.0,1,0,2,1,1,0,0,1986,yes,61,1141.0,11.0,4777.0,15
1357,38,No,desconocido,desconocido,4,life_sciences,363,2,male,3,2,sales_executive,4,desconocido,4981,8,Yes,12,3.0,3,0,1,3,1,0,0,1985,no,42,991.6,3.0,4899.4,19
1358,36,Yes,desconocido,desconocido,3,desconocido,1052,1,male,3,2,laboratory_technician,3,divorced,7858,7,desconocido,14,3.0,2,1,3,2,1,0,0,1987,yes,81,660.0,15.0,5061.6,9
1359,28,No,travel_rarely, sales ,1,medical,1056,4,male,3,1,sales_representative,2,married,23384,1,No,22,4.0,2,0,5,3,1,0,0,1995,yes,74,1144.0,10.0,1052.0,7
1360,43,No,desconocido,desconocido,3,desconocido,1076,3,male,2,3,sales_executive,4,desconocido,5268,5,No,13,3.0,3,1,5,3,1,0,0,1980,yes,53,415.0,25.0,9953.0,18
1361,21,Yes,travel_rarely, research_development ,3,desconocido,1079,3,female,2,1,laboratory_technician,1,single,17258,1,No,13,3.0,1,0,6,2,1,1,0,2002,yes,36,1334.0,10.0,5478.2,1
1362,51,Yes,travel_rarely,desconocido,4,desconocido,1081,1,male,3,1,research_scientist,3,married,10332,9,desconocido,12,3.0,3,3,2,4,10,2,7,1972,no,34,1323.0,4.0,2461.0,18
1363,37,No,desconocido, sales ,4,desconocido,1105,4,female,2,2,sales_executive,4,divorced,24223,2,Yes,14,3.0,3,3,5,3,1,0,0,1986,no,88,309.0,10.0,3462.0,8
1364,28,Yes,desconocido, research_development ,3,medical,1111,1,male,2,1,laboratory_technician,2,divorced,7160,1,No,15,3.0,1,2,2,3,1,0,0,1995,no,45,1009.0,1.0,2596.0,10
1365,50,Yes,desconocido,desconocido,4,desconocido,1113,4,male,3,2,sales_executive,3,single,17251,3,Yes,14,3.0,4,0,4,3,0,0,0,1973,yes,81,1283.2,1.0,4728.0,5
1366,34,No,desconocido,desconocido,4,desconocido,1115,3,male,2,1,research_scientist,4,desconocido,22478,3,No,17,3.0,4,3,2,3,0,0,0,1989,yes,40,697.0,3.0,5771.6,6
1367,38,No,travel_rarely,desconocido,2,marketing,1125,4,male,3,3,sales_executive,2,single,20619,7,No,16,3.0,3,0,2,3,1,0,0,1985,yes,32,130.0,2.0,7351.0,8
1368,42,No,desconocido,desconocido,3,desconocido,364,2,male,1,2,laboratory_technician,4,desconocido,9558,4,desconocido,19,3.0,1,0,3,3,1,0,0,1981,no,56,188.0,29.0,7798.0,16
1369,18,Yes,desconocido,desconocido,1,desconocido,1156,3,male,3,1,laboratory_technician,3,single,13556,1,No,12,3.0,4,0,0,3,0,0,0,2005,yes,80,247.0,8.0,7260.2,10
1370,41,No,desconocido,desconocido,4,desconocido,1158,2,male,3,1,laboratory_technician,4,desconocido,9051,3,Yes,11,3.0,1,1,4,3,1,0,0,1982,no,46,167.0,12.0,4766.0,6
1371,35,No,travel_rarely, research_development ,4,medical,1172,4,male,2,1,laboratory_technician,3,desconocido,16340,6,No,12,3.0,2,1,2,3,8,1,7,1988,yes,58,982.0,1.0,2258.0,10
1372,32,No,desconocido, sales ,1,desconocido,1190,3,female,3,1,sales_representative,1,desconocido,14947,1,desconocido,12,3.0,3,3,3,3,1,0,0,1991,yes,76,862.0,2.0,2827.0,1
1373,22,Yes,desconocido,desconocido,4,life_sciences,365,3,male,2,1,research_scientist,4,married,4223,0,Yes,11,3.0,2,1,5,3,0,0,0,2001,yes,48,1256.0,3.0,2853.0,1
1374,44,No,non_travel,desconocido,3,desconocido,1206,2,male,1,1,research_scientist,3,single,4279,2,No,13,3.0,4,0,3,3,0,0,0,1979,yes,74,111.0,9.8,2290.0,6
1375,41,Yes,non_travel,desconocido,2,life_sciences,1210,1,male,2,1,research_scientist,1,desconocido,20293,6,No,17,3.0,1,1,2,1,1,0,0,1982,yes,95,906.0,5.0,2107.0,5
1376,40,No,travel_frequently,desconocido,4,desconocido,366,2,male,3,2,sales_executive,2,desconocido,25440,5,No,12,3.0,4,3,2,3,0,0,0,1983,no,62,1184.0,2.0,7943.6,14
1377,24,Yes,desconocido,desconocido,2,life_sciences,367,4,female,3,1,laboratory_technician,2,desconocido,3372,1,desconocido,13,3.0,1,1,3,1,1,0,0,1999,yes,97,984.0,17.0,2210.0,1
1378,42,No,travel_frequently,desconocido,5,medical,1242,1,female,3,3,research_director,1,married,23281,3,Yes,17,3.0,3,0,6,3,1,0,0,1981,no,60,458.0,26.0,13191.0,10
1379,49,No,desconocido, research_development ,2,medical,1256,1,male,2,5,manager,3,married,12124,2,desconocido,13,3.0,3,1,2,4,1,0,0,1974,yes,85,1098.0,4.0,10265.2,23
1380,48,No,travel_rarely,desconocido,2,technical_degree,1258,4,male,4,1,laboratory_technician,2,single,16620,5,desconocido,11,3.0,3,0,4,2,1,0,0,1975,yes,76,969.0,2.0,6138.6,7
1381,29,No,travel_rarely, research_development ,3,desconocido,1260,3,male,3,2,healthcare_representative,4,desconocido,4204,1,desconocido,11,3.0,2,2,2,3,6,1,0,1994,yes,82,1329.0,7.0,5472.8,6
1382,48,No,desconocido, research_development ,3,life_sciences,1263,4,male,2,5,research_director,4,single,8733,6,No,12,3.0,3,0,3,4,1,0,0,1975,yes,76,715.0,1.0,18265.0,9
1383,34,No,desconocido,desconocido,3,technical_degree,368,3,female,4,1,research_scientist,3,desconocido,21643,0,No,17,3.0,4,0,5,2,1,0,0,1989,yes,89,1320.0,20.0,9334.0,2
1384,19,No,desconocido,desconocido,3,life_sciences,1269,2,female,4,1,research_scientist,4,single,21221,1,desconocido,12,3.0,4,0,2,3,1,0,1,2004,yes,57,265.0,25.0,2737.8,1
1385,23,No,desconocido,desconocido,2,desconocido,1270,4,male,3,1,research_scientist,3,desconocido,16901,1,No,22,4.0,4,1,2,3,1,0,1,2000,no,47,373.0,1.0,2793.2,1
1386,25,Yes,travel_frequently,desconocido,1,desconocido,1273,3,male,1,1,sales_representative,4,single,8040,1,Yes,14,3.0,4,0,4,3,1,1,0,1998,yes,73,599.0,14.0,1118.0,1
1387,42,No,desconocido,desconocido,4,medical,369,2,female,4,2,research_scientist,2,married,5628,6,Yes,16,3.0,4,0,2,3,1,0,0,1981,no,78,603.0,12.2,2372.0,18
1388,51,No,travel_frequently,desconocido,2,medical,370,2,female,2,1,laboratory_technician,3,single,4257,0,desconocido,14,3.0,2,0,6,2,7,7,7,1972,no,40,968.0,6.0,2838.0,8
1389,45,No,travel_frequently,desconocido,3,medical,1306,2,female,3,5,manager,2,desconocido,13035,3,desconocido,22,4.0,3,0,4,3,0,0,0,1978,no,69,364.0,25.0,18061.0,22
1390,27,No,desconocido,desconocido,3,medical,1364,3,female,4,1,sales_representative,4,married,6527,8,desconocido,14,3.0,2,1,4,3,1,0,0,1996,yes,98,1291.0,11.0,7967.4,5
1391,18,No,non_travel,desconocido,3,desconocido,1368,4,female,3,1,laboratory_technician,4,single,19305,1,desconocido,15,3.0,3,0,5,4,0,0,0,2005,no,97,1124.0,1.0,1611.0,0
1392,31,Yes,travel_frequently,desconocido,3,desconocido,1379,3,female,2,1,sales_representative,4,single,11882,7,No,14,3.0,3,0,3,4,1,0,0,1992,yes,90,703.0,2.0,2686.0,3
1393,31,Yes,travel_frequently,desconocido,4,life_sciences,1427,2,female,1,1,sales_representative,3,single,16154,1,desconocido,12,3.0,2,0,3,3,1,0,0,1992,no,50,862.0,1.0,8772.6,12
1394,31,Yes,travel_rarely,desconocido,3,life_sciences,1433,1,female,2,1,research_scientist,2,desconocido,22262,1,desconocido,12,3.0,3,0,3,4,1,0,0,1992,no,34,202.0,8.0,6904.0,6
1395,27,No,travel_rarely,desconocido,1,life_sciences,1434,2,male,3,1,laboratory_technician,1,married,7679,0,desconocido,14,3.0,2,0,3,4,5,1,4,1996,no,91,1377.0,11.0,9574.2,6
1396,39,Yes,desconocido,desconocido,3,desconocido,1458,1,female,2,1,laboratory_technician,1,single,17181,2,Yes,23,4.0,2,0,2,4,1,0,0,1984,yes,54,592.0,2.0,5652.2,11
1397,44,No,travel_frequently,desconocido,5,marketing,1481,1,female,3,2,sales_executive,3,married,9282,7,desconocido,12,3.0,3,1,4,2,1,0,0,1979,no,79,383.0,1.0,4768.0,11
1398,30,No,desconocido, research_development ,3,desconocido,1482,2,male,3,1,research_scientist,3,desconocido,7152,1,desconocido,13,3.0,2,2,2,2,1,0,0,1993,no,61,990.0,3.2,1274.0,1
1399,35,No,travel_rarely,desconocido,1,life_sciences,371,4,male,3,1,sales_representative,3,desconocido,16192,1,No,13,3.0,1,1,3,3,1,0,0,1988,yes,76,660.0,10.2,2404.0,1
1400,24,Yes,travel_frequently,desconocido,3,desconocido,1494,2,male,3,1,laboratory_technician,1,desconocido,16998,2,desconocido,11,3.0,3,0,2,2,0,0,0,1999,no,89,381.0,9.0,3422.8,9
1401,24,No,desconocido,desconocido,2,desconocido,372,4,female,3,1,sales_representative,2,married,7103,1,desconocido,13,3.0,3,1,2,3,1,0,0,1999,yes,78,830.0,13.0,2033.0,1
1402,28,Yes,desconocido,desconocido,2,medical,1504,3,male,2,1,laboratory_technician,1,single,5355,7,No,11,3.0,3,0,2,2,0,0,0,1995,yes,63,289.0,2.0,2561.0,8
1403,28,No,travel_rarely,desconocido,3,life_sciences,373,1,male,2,1,research_scientist,3,desconocido,12530,1,desconocido,14,3.0,4,1,2,1,1,0,0,1995,no,72,1423.0,1.0,1563.0,1
1404,33,No,desconocido,desconocido,5,desconocido,1515,4,male,3,2,healthcare_representative,3,desconocido,22049,2,desconocido,17,3.0,1,0,6,3,0,0,0,1990,yes,69,516.0,8.0,6388.0,14
1405,39,No,travel_rarely,desconocido,3,desconocido,1525,2,female,3,3,manufacturing_director,2,single,9150,4,desconocido,18,3.0,4,0,3,3,2,2,2,1984,no,32,1089.0,6.0,8376.0,9
1406,42,No,desconocido,desconocido,3,medical,1542,3,male,2,1,laboratory_technician,2,married,24052,4,desconocido,14,3.0,2,1,3,3,1,0,0,1981,yes,68,1210.0,2.0,4841.0,8
1407,29,No,travel_rarely,desconocido,3,desconocido,1558,3,male,4,1,research_scientist,3,married,22376,6,No,18,3.0,1,2,2,2,1,0,0,1994,no,91,598.0,9.0,3342.8,13
1408,35,No,travel_rarely,desconocido,3,desconocido,1564,4,male,2,1,laboratory_technician,1,desconocido,21731,1,No,19,3.0,2,0,3,3,3,1,2,1988,no,68,992.0,1.0,8505.2,10
1409,35,Yes,travel_rarely,desconocido,3,desconocido,374,1,female,3,1,laboratory_technician,1,desconocido,26619,1,desconocido,12,3.0,4,1,2,3,1,0,0,1988,yes,69,104.0,8.8,2074.0,1
1410,34,No,desconocido,desconocido,4,medical,1577,1,male,3,1,research_scientist,4,single,22061,1,desconocido,13,3.0,3,0,4,3,1,0,0,1989,no,35,479.0,8.0,2972.0,11
1411,26,No,travel_rarely,desconocido,3,desconocido,1581,1,female,3,1,research_scientist,4,desconocido,11133,1,desconocido,21,4.0,1,0,5,3,1,0,0,1997,yes,89,474.0,3.0,2919.4,1
1412,36,No,travel_rarely,desconocido,4,life_sciences,375,2,female,3,2,sales_executive,3,single,21447,6,No,13,3.0,1,0,5,3,1,0,0,1987,yes,73,884.0,1.0,6815.0,8
1413,50,No,desconocido,desconocido,3,marketing,1591,2,male,3,5,manager,3,married,19519,4,Yes,16,3.0,3,1,2,3,1,0,0,1973,no,59,264.0,11.2,7075.0,13
1414,42,No,travel_rarely,desconocido,2,desconocido,376,4,male,2,5,manager,4,desconocido,26362,8,No,22,4.0,4,0,2,3,1,0,1,1981,no,93,1059.0,9.0,8483.8,24
1415,35,No,desconocido,desconocido,2,life_sciences,1601,3,male,2,1,laboratory_technician,4,desconocido,7713,1,No,18,3.0,4,1,5,2,1,0,1,1988,no,63,1349.0,7.0,2690.0,7
1416,46,No,travel_rarely,desconocido,4,life_sciences,1602,4,male,4,4,manager,1,desconocido,3156,1,desconocido,15,3.0,2,0,5,1,26,0,12,1977,no,56,563.0,1.0,17567.0,27
1417,18,Yes,travel_frequently, sales ,2,medical,1624,2,female,3,1,sales_representative,4,single,18420,1,Yes,12,3.0,3,0,2,4,0,0,0,2005,yes,70,544.0,3.0,1569.0,0
1418,29,No,desconocido,desconocido,3,desconocido,1669,1,male,2,2,sales_executive,2,divorced,3356,1,Yes,13,3.0,2,1,3,2,10,0,9,1994,yes,43,991.0,5.0,4187.0,10
1419,31,No,desconocido,desconocido,4,life_sciences,1673,1,female,3,2,sales_executive,4,desconocido,22589,1,No,11,3.0,1,2,2,3,10,0,2,1992,yes,67,1112.0,5.0,6302.4,10
1420,41,No,travel_rarely,desconocido,2,desconocido,1678,4,male,3,3,sales_executive,3,single,11591,3,desconocido,16,3.0,4,0,2,3,2,0,2,1982,yes,80,1206.0,23.0,5244.4,21
1421,38,No,travel_rarely,desconocido,2,desconocido,377,4,female,3,1,laboratory_technician,3,desconocido,26176,7,desconocido,19,3.0,4,1,5,3,0,0,0,1985,yes,87,1495.0,4.0,3306.0,7
1422,32,Yes,travel_rarely,desconocido,4,life_sciences,378,4,male,3,1,laboratory_technician,2,single,24852,1,No,12,3.0,1,0,2,3,1,0,0,1991,yes,95,1259.0,2.0,1393.0,1
1423,60,No,desconocido,desconocido,4,desconocido,1697,3,male,1,3,healthcare_representative,4,divorced,20467,3,No,20,4.0,3,1,2,4,1,0,0,1963,no,92,878.2,1.0,10883.0,19
1424,24,Yes,desconocido,desconocido,1,desconocido,1714,4,male,1,1,human_resources,3,married,11585,1,No,11,3.0,3,1,2,3,1,0,0,1999,yes,58,240.0,22.0,2778.8,1
1425,40,No,travel_rarely,desconocido,2,life_sciences,1724,2,female,3,2,manufacturing_director,1,desconocido,5041,2,Yes,16,3.0,2,1,3,3,1,0,0,1983,yes,92,369.0,8.0,7613.4,18
1426,30,No,travel_rarely,desconocido,1,desconocido,379,2,male,3,1,research_scientist,4,married,3811,1,No,12,3.0,2,1,2,2,10,0,8,1993,yes,33,793.0,9.8,2862.0,10
1427,47,No,non_travel,desconocido,4,marketing,1731,3,male,3,2,sales_executive,2,desconocido,3536,7,No,11,3.0,4,1,3,1,1,0,0,1976,yes,87,543.0,2.0,2830.2,4
1428,32,Yes,travel_rarely, sales ,2,desconocido,380,1,male,1,2,sales_executive,2,single,12147,6,desconocido,15,3.0,2,0,2,3,0,0,0,1991,no,56,964.0,1.0,6735.0,10
1429,45,No,travel_rarely,desconocido,3,life_sciences,1744,4,female,1,3,human_resources,3,married,6595,4,desconocido,21,4.0,3,2,2,4,5,0,3,1978,yes,56,176.0,9.8,9756.0,9
1430,34,No,desconocido,desconocido,4,desconocido,1755,4,male,4,1,research_scientist,4,married,5586,0,Yes,14,3.0,1,3,3,3,5,1,2,1989,no,97,181.0,2.0,6682.6,6
1431,33,Yes,desconocido,desconocido,3,desconocido,1758,1,female,3,3,sales_executive,1,desconocido,10092,2,Yes,20,4.0,3,0,2,2,0,0,0,1990,yes,74,211.0,16.0,6524.8,13
1432,31,Yes,travel_rarely,desconocido,4,desconocido,1761,1,male,3,3,sales_executive,3,married,19002,2,desconocido,13,3.0,1,3,2,3,1,0,0,1992,yes,70,1079.0,16.0,7099.6,9
1433,29,No,travel_rarely,desconocido,3,technical_degree,381,4,female,2,1,research_scientist,1,divorced,10007,1,desconocido,13,3.0,3,1,2,3,1,0,0,1994,yes,91,590.0,4.0,4250.0,8
1434,30,No,desconocido,desconocido,3,desconocido,1763,3,male,4,2,healthcare_representative,3,married,9128,3,No,16,3.0,3,1,3,3,7,1,7,1993,no,58,305.0,16.0,5294.0,10
1435,38,No,travel_rarely,desconocido,3,medical,1766,2,male,1,2,healthcare_representative,4,married,24539,3,desconocido,16,3.0,3,1,2,3,1,1,0,1985,yes,60,833.0,18.0,3891.2,9
1436,43,Yes,desconocido,desconocido,3,technical_degree,382,3,male,2,1,research_scientist,3,desconocido,15587,9,Yes,16,3.0,4,1,4,3,1,0,0,1980,no,38,807.0,17.0,2437.0,6
1437,55,No,travel_rarely,desconocido,3,desconocido,383,3,male,2,5,research_director,1,married,19805,8,No,12,3.0,2,3,2,3,1,0,0,1968,no,60,478.0,5.8,10749.2,34
1438,21,Yes,desconocido,desconocido,1,marketing,384,2,male,3,1,sales_representative,2,single,4567,1,desconocido,13,3.0,2,0,3,3,1,1,0,2002,yes,31,337.0,7.0,4655.0,9
1439,22,Yes,travel_rarely,desconocido,1,medical,1783,3,female,3,1,laboratory_technician,1,desconocido,15999,1,Yes,17,3.0,3,0,6,3,1,0,0,2001,yes,79,1294.0,5.2,5619.0,1
1440,37,No,travel_rarely,desconocido,2,other,385,3,male,3,2,human_resources,2,divorced,12832,2,No,13,3.0,3,0,4,2,10,4,7,1986,yes,89,1239.0,8.0,4071.0,19
1441,42,No,travel_rarely,desconocido,3,desconocido,386,2,male,4,2,healthcare_representative,1,married,5696,5,No,18,3.0,3,2,2,2,0,0,0,1981,no,95,1128.0,13.0,11030.4,10
1442,18,No,desconocido,desconocido,3,desconocido,1839,2,female,3,1,research_scientist,3,single,8018,1,desconocido,16,3.0,3,0,4,1,0,0,0,2005,yes,33,1431.0,14.0,3701.6,0
1443,31,Yes,travel_rarely,desconocido,5,human_resources,1842,4,male,4,1,human_resources,1,married,21495,0,No,17,3.0,3,0,4,3,1,0,0,1992,yes,89,359.0,18.0,2956.0,2
1444,36,No,travel_rarely,desconocido,4,desconocido,1847,4,female,3,2,research_scientist,2,desconocido,19573,4,Yes,22,4.0,4,1,2,3,1,0,0,1987,yes,73,430.0,2.0,7848.6,10
1445,32,No,travel_frequently,desconocido,4,marketing,1853,4,male,3,2,sales_executive,4,desconocido,26075,8,desconocido,13,3.0,3,0,2,4,0,0,0,1991,yes,79,1318.0,10.0,4648.0,7
1446,29,No,desconocido,desconocido,1,life_sciences,387,4,male,1,2,healthcare_representative,3,divorced,21143,8,No,17,3.0,4,2,3,3,7,1,6,1994,no,93,726.0,29.0,2830.8,11
1447,42,No,travel_rarely,desconocido,3,desconocido,1860,4,male,3,1,laboratory_technician,3,desconocido,13624,4,No,13,3.0,4,0,3,3,0,0,0,1981,yes,62,1142.0,8.0,6345.4,8
1448,29,No,travel_rarely,desconocido,1,desconocido,1865,4,male,2,1,human_resources,2,married,15434,1,No,11,3.0,4,0,3,3,1,0,0,1994,yes,87,352.0,6.0,2804.0,6
1449,29,Yes,desconocido,desconocido,2,desconocido,388,4,male,2,1,research_scientist,4,desconocido,14753,1,Yes,24,3.0,2,0,3,2,1,1,0,1994,no,73,521.6,24.0,2439.0,1
1450,28,No,travel_rarely, sales ,3,medical,1875,2,female,3,1,sales_representative,2,desconocido,3692,1,No,19,3.0,4,1,3,3,1,0,0,1995,yes,78,1172.0,3.0,2856.0,1
1451,30,Yes,desconocido,desconocido,3,desconocido,1876,2,male,3,1,sales_representative,4,desconocido,16019,1,desconocido,13,3.0,3,0,3,2,1,0,0,1993,no,89,945.0,9.0,4511.8,10
1452,22,Yes,travel_rarely, research_development ,1,life_sciences,389,4,male,3,1,research_scientist,2,single,26092,1,desconocido,23,4.0,1,0,2,3,1,0,0,2001,yes,75,391.0,7.0,4105.0,1
1453,26,No,desconocido,desconocido,2,life_sciences,1893,2,female,2,1,research_scientist,3,desconocido,14908,1,Yes,13,3.0,3,1,3,2,1,1,0,1997,no,90,482.0,1.0,2933.0,1
1454,44,No,travel_rarely,desconocido,4,desconocido,1903,2,male,4,2,healthcare_representative,1,desconocido,9364,2,desconocido,15,3.0,4,1,5,3,2,2,2,1979,yes,78,170.0,1.0,6534.0,10
1455,29,Yes,travel_frequently, sales ,3,technical_degree,1928,3,male,4,1,sales_representative,1,single,10642,1,No,17,3.0,4,0,3,3,1,0,0,1994,yes,45,746.0,24.0,1091.0,1
1456,28,Yes,travel_rarely,desconocido,2,marketing,1933,4,female,3,2,sales_executive,3,desconocido,23352,3,Yes,11,3.0,4,0,0,3,2,2,2,1995,yes,84,1475.0,13.0,5585.8,6
1457,56,No,travel_rarely,desconocido,5,desconocido,1935,4,female,2,2,sales_executive,1,married,20328,4,desconocido,16,3.0,3,1,3,3,0,0,0,1967,yes,89,1443.0,11.0,9901.2,9
1458,39,No,travel_rarely,desconocido,2,desconocido,1936,1,male,3,2,manufacturing_director,1,married,12315,1,No,25,4.0,4,1,3,3,10,7,9,1984,yes,87,867.0,9.0,5151.0,10
1459,58,No,desconocido,desconocido,3,desconocido,1938,4,female,3,4,manager,4,desconocido,11761,4,Yes,13,3.0,3,1,2,2,1,0,0,1965,yes,72,605.0,21.0,5761.4,14
1460,42,No,travel_rarely, sales ,4,marketing,1943,2,male,3,2,sales_executive,4,divorced,2900,3,desconocido,12,3.0,3,2,4,3,0,0,0,1981,no,77,419.0,12.0,5564.2,14
1461,27,Yes,desconocido,desconocido,3,desconocido,1944,1,female,2,1,human_resources,2,married,19555,1,No,12,3.0,1,0,2,3,1,0,0,1996,no,58,1337.0,22.0,2863.0,12
1462,38,No,travel_rarely,desconocido,3,desconocido,1961,1,male,2,1,sales_representative,1,single,11473,4,desconocido,14,3.0,1,0,3,2,1,0,0,1985,yes,59,1404.0,1.0,2858.0,20
1463,32,No,desconocido,desconocido,4,life_sciences,1966,4,male,2,2,manufacturing_director,4,desconocido,10138,8,No,24,4.0,2,0,1,3,1,0,0,1991,yes,56,1373.0,5.0,4401.2,9
1464,31,No,desconocido,desconocido,1,medical,1974,4,female,1,1,laboratory_technician,4,desconocido,17536,1,desconocido,11,3.0,3,3,4,3,1,0,0,1992,yes,59,1276.0,2.0,1129.0,11
1465,25,No,travel_rarely,desconocido,3,desconocido,390,3,female,3,1,human_resources,2,desconocido,19655,4,No,14,3.0,3,0,3,3,2,1,2,1998,no,82,309.0,2.0,5830.2,6
1466,40,No,desconocido, research_development ,4,desconocido,2012,1,male,3,1,laboratory_technician,4,married,4060,8,No,19,3.0,3,2,3,2,1,0,0,1983,yes,83,543.0,13.8,4995.8,8
1467,39,No,non_travel,desconocido,3,desconocido,391,4,male,3,5,manager,4,desconocido,15302,2,desconocido,13,3.0,3,0,3,2,6,1,3,1984,no,87,105.0,9.0,19431.0,7
1468,23,Yes,desconocido,desconocido,3,desconocido,2023,4,male,3,1,sales_representative,1,married,26956,1,No,19,3.0,1,1,3,3,1,1,0,2000,no,33,638.0,9.0,6836.6,5
1469,35,No,travel_rarely,desconocido,4,life_sciences,2040,3,female,3,3,human_resources,4,single,16642,1,Yes,16,3.0,3,0,2,3,9,1,7,1988,no,31,1146.0,26.0,3996.2,6
1470,34,No,travel_rarely,desconocido,2,technical_degree,1541,2,male,3,1,sales_representative,3,desconocido,4944,0,Yes,25,4.0,2,1,4,3,11,5,7,1989,yes,55,1440.0,7.0,2308.0,12
1471,28,No,non_travel,desconocido,3,medical,1947,3,male,3,1,research_scientist,3,single,2122,1,No,14,3.0,3,0,3,2,5,1,4,1995,no,49,1103.0,16.0,2144.0,5
1472,29,No,desconocido,desconocido,3,life_sciences,1954,1,male,3,2,healthcare_representative,1,married,6225,0,No,12,3.0,1,1,5,2,5,0,2,1994,no,89,136.0,1.0,5373.0,6
1473,58,Yes,travel_rarely,desconocido,4,medical,392,4,female,3,3,healthcare_representative,4,married,3465,1,desconocido,12,3.0,4,1,3,2,40,15,6,1965,yes,94,147.0,23.0,9655.4,40
1474,38,No,desconocido,desconocido,3,life_sciences,307,1,male,3,3,sales_executive,3,divorced,9647,0,desconocido,12,3.0,3,2,6,2,16,5,13,1985,yes,76,119.0,3.0,7870.6,8
